frame,mean_iou,iou_v0,iou_v1,iou_v2,iou_v3,iou_v4,iou_v5
6120,0.6688,0.7762,0.6341,0.7681,0.5738,0.5832,0.6774
6125,0.6671,0.7769,0.6312,0.7681,0.5717,0.5798,0.6751
6130,0.6675,0.7772,0.6344,0.765,0.5726,0.5807,0.6748
6135,0.663,0.7761,0.6275,0.7615,0.5693,0.5769,0.6666
6140,0.6653,0.7771,0.6344,0.7608,0.5697,0.5825,0.6671
6145,0.6639,0.7782,0.6259,0.7569,0.5773,0.5795,0.6653
6150,0.664,0.7787,0.6304,0.758,0.5742,0.5778,0.6652
6155,0.663,0.7738,0.6363,0.7547,0.5728,0.5784,0.6618
6160,0.6601,0.7729,0.6262,0.7506,0.5765,0.5745,0.6597
6165,0.6502,0.751,0.6145,0.7422,0.5656,0.5782,0.6498
6170,0.63,0.7313,0.5779,0.7144,0.5508,0.5709,0.6348
6175,0.644,0.7298,0.6014,0.735,0.5653,0.5645,0.668
6180,0.6442,0.7388,0.6013,0.7485,0.5526,0.5533,0.6705
6185,0.6326,0.7243,0.5703,0.7369,0.5467,0.5525,0.6652
6190,0.6274,0.7348,0.5554,0.74,0.5383,0.5359,0.66
6195,0.6219,0.7403,0.5566,0.7318,0.539,0.5179,0.6461
6200,0.618,0.745,0.556,0.7264,0.5281,0.5124,0.6399
6205,0.5617,0.7014,0.5372,0.5689,0.5042,0.4607,0.5979
6210,0.5807,0.7688,0.5854,0.5985,0.4806,0.4638,0.5871
6215,0.5892,0.8025,0.5877,0.6174,0.4554,0.5057,0.5667
6220,0.6309,0.8391,0.6094,0.6672,0.5389,0.5267,0.6044
6225,0.6405,0.8441,0.6285,0.6542,0.5605,0.5617,0.5943
6230,0.6544,0.835,0.6628,0.657,0.5777,0.6105,0.5835
6235,0.6715,0.8389,0.6895,0.675,0.6059,0.6129,0.6071
6240,0.6898,0.8789,0.6895,0.701,0.6222,0.6324,0.6148
6245,0.684,0.8701,0.6712,0.7023,0.6296,0.6143,0.6166
6250,0.6787,0.8507,0.6639,0.7076,0.6354,0.6056,0.6088
6255,0.684,0.8763,0.6584,0.716,0.6305,0.6068,0.616
6260,0.674,0.8472,0.6361,0.6991,0.6278,0.5983,0.6356
6265,0.676,0.8303,0.6248,0.6904,0.6388,0.6282,0.6433
6270,0.6932,0.8384,0.6534,0.7251,0.6589,0.646,0.6377
6275,0.7047,0.8581,0.6613,0.7452,0.666,0.6684,0.6293
6280,0.7068,0.8741,0.6585,0.7327,0.6632,0.6706,0.6417
6285,0.7057,0.8594,0.6619,0.7043,0.6699,0.6688,0.6699
6290,0.7021,0.8416,0.6944,0.689,0.6536,0.6882,0.6457
6295,0.7021,0.8073,0.705,0.679,0.6664,0.7225,0.6326
6300,0.7016,0.7977,0.6685,0.6659,0.6846,0.7719,0.6213
6305,0.5509,0.5682,0.4466,0.4426,0.6349,0.5801,0.633
6310,0.482,0.4839,0.3755,0.4355,0.485,0.4681,0.6441
6315,0.5729,0.5668,0.4338,0.5425,0.5663,0.6812,0.6469
6320,0.7309,0.6146,0.6221,0.8282,0.772,0.7417,0.8068
6325,0.6938,0.6257,0.6159,0.7569,0.7574,0.6316,0.775
6330,0.7032,0.6587,0.6168,0.7784,0.7466,0.6405,0.7783
6335,0.7048,0.7168,0.6207,0.7598,0.7199,0.6356,0.7761
6340,0.7036,0.7166,0.6244,0.7772,0.6967,0.6159,0.7907
6345,0.6682,0.6808,0.5908,0.7108,0.6744,0.5841,0.7682
6350,0.659,0.6843,0.5794,0.7182,0.6291,0.5544,0.7888
6355,0.6534,0.7052,0.5819,0.7258,0.6102,0.5555,0.7417
6360,0.6552,0.6922,0.582,0.7356,0.6251,0.5264,0.7699
6365,0.6279,0.699,0.594,0.6223,0.6126,0.5142,0.7252
6370,0.6103,0.6961,0.5619,0.615,0.6067,0.5008,0.6813
6375,0.6076,0.7075,0.5695,0.6232,0.5958,0.4796,0.6698
6380,0.6239,0.7999,0.5982,0.655,0.5727,0.4881,0.6295
6385,0.5605,0.6791,0.5612,0.5781,0.546,0.4183,0.5803
6390,0.5288,0.6344,0.5309,0.5572,0.4966,0.4088,0.5449
6395,0.5647,0.6758,0.543,0.5623,0.5644,0.467,0.5756
6400,0.6139,0.7379,0.5977,0.6119,0.5974,0.5141,0.6243
6405,0.5442,0.59,0.5665,0.5077,0.5653,0.4945,0.5415
6410,0.5265,0.5364,0.5616,0.4646,0.5655,0.5185,0.5126
6415,0.5489,0.5963,0.5686,0.4942,0.5927,0.4871,0.5546
6420,0.6542,0.7705,0.7004,0.6048,0.7026,0.4875,0.6595
6425,0.6301,0.7069,0.6438,0.5671,0.7193,0.5537,0.5897
6430,0.6348,0.6801,0.6355,0.5731,0.6579,0.6435,0.6187
6435,0.6409,0.6277,0.6569,0.5548,0.6869,0.7313,0.588
6440,0.6705,0.605,0.6669,0.5804,0.7799,0.7831,0.6079
6445,0.6081,0.5309,0.6202,0.5173,0.7427,0.7379,0.4997
6450,0.5399,0.5073,0.5871,0.4898,0.6462,0.5686,0.4406
6455,0.6069,0.5848,0.6507,0.5446,0.6986,0.6787,0.4841
6460,0.6909,0.6854,0.6818,0.6048,0.8191,0.745,0.6094
6465,0.6526,0.5774,0.6339,0.5508,0.8502,0.7206,0.5825
6470,0.6387,0.5857,0.628,0.5518,0.798,0.6914,0.5773
6475,0.6759,0.6465,0.6639,0.5837,0.8208,0.7058,0.6349
6480,0.7192,0.6928,0.6942,0.6323,0.8265,0.7739,0.6955
6485,0.6919,0.6557,0.662,0.6189,0.8222,0.7189,0.6737
6490,0.6634,0.6245,0.6233,0.6058,0.7612,0.6884,0.6772
6495,0.6642,0.584,0.6331,0.6136,0.7981,0.7225,0.6336
6500,0.7109,0.6226,0.7121,0.6716,0.8943,0.7346,0.6304
6505,0.6802,0.6348,0.712,0.6289,0.8409,0.6459,0.6189
6510,0.6664,0.6084,0.7263,0.6515,0.7822,0.6496,0.5804
6515,0.6918,0.6058,0.751,0.6434,0.805,0.7524,0.5933
6520,0.7337,0.6713,0.7564,0.6902,0.8563,0.7856,0.6422
6525,0.7184,0.6541,0.74,0.6704,0.8583,0.7482,0.6393
6530,0.7163,0.6643,0.7383,0.6711,0.8603,0.7215,0.6425
6535,0.7201,0.657,0.7476,0.6731,0.8738,0.7297,0.6392
6540,0.7271,0.6534,0.7531,0.6883,0.8541,0.7679,0.6457
6545,0.7162,0.6447,0.7363,0.6552,0.8937,0.7381,0.6292
6550,0.7008,0.6419,0.7186,0.6336,0.8656,0.7384,0.6067
6555,0.6889,0.6235,0.7036,0.6152,0.858,0.7418,0.5913
6560,0.711,0.6204,0.7302,0.6707,0.8497,0.7774,0.6175
6565,0.7052,0.611,0.7327,0.6555,0.8525,0.7745,0.6051
6570,0.7119,0.6344,0.7402,0.669,0.863,0.7328,0.6319
6575,0.7342,0.669,0.7338,0.6754,0.9008,0.7687,0.6575
6580,0.7424,0.662,0.7634,0.6808,0.9067,0.7635,0.6782
6585,0.7271,0.6386,0.7663,0.6526,0.8727,0.7644,0.6677
6590,0.7294,0.6743,0.7628,0.6564,0.8977,0.7081,0.6768
6595,0.7242,0.6639,0.7494,0.6495,0.8997,0.7014,0.6812
6600,0.7401,0.6543,0.7686,0.6765,0.906,0.7622,0.6727
6605,0.7125,0.6185,0.7391,0.6325,0.896,0.7459,0.6433
6610,0.7269,0.6263,0.7601,0.6595,0.9166,0.7548,0.6441
6615,0.7343,0.6384,0.7632,0.6801,0.913,0.7616,0.6497
6620,0.7435,0.6589,0.7745,0.6893,0.9133,0.7568,0.6683
6625,0.7264,0.6624,0.7414,0.6717,0.8766,0.7614,0.6452
6630,0.7038,0.6628,0.6924,0.6378,0.8526,0.7653,0.6119
6635,0.6995,0.6441,0.6926,0.6295,0.8984,0.7633,0.5693
6640,0.7134,0.6593,0.7347,0.652,0.831,0.7713,0.6322
6645,0.6803,0.663,0.6818,0.6069,0.8374,0.6645,0.6283
6650,0.6815,0.6553,0.6948,0.6131,0.8347,0.6453,0.6457
6655,0.6989,0.6556,0.7292,0.6328,0.8751,0.6567,0.6437
6660,0.7139,0.6615,0.7358,0.6316,0.877,0.7203,0.6573
6665,0.6891,0.6369,0.7012,0.6325,0.8068,0.6754,0.6817
6670,0.6917,0.6435,0.6995,0.6513,0.8057,0.6791,0.6713
6675,0.6931,0.649,0.6936,0.6176,0.8145,0.715,0.6689
6680,0.689,0.6511,0.6974,0.5943,0.8558,0.6917,0.644
6685,0.6615,0.6173,0.6082,0.5117,0.8514,0.7269,0.6535
6690,0.6487,0.5981,0.5496,0.5171,0.8311,0.765,0.6311
6695,0.6552,0.6165,0.5466,0.5293,0.8339,0.8066,0.5981
6700,0.693,0.6657,0.5987,0.6268,0.8187,0.8899,0.5579
6705,0.5254,0.4053,0.5179,0.4156,0.6417,0.4084,0.7636
6710,0.5121,0.4393,0.4324,0.5006,0.5848,0.5728,0.5427
6715,0.6342,0.667,0.6056,0.5854,0.6549,0.6489,0.6437
6720,0.6861,0.5728,0.6192,0.8394,0.7232,0.65,0.7117
6725,0.6197,0.5724,0.5069,0.8178,0.5755,0.6141,0.6317
6730,0.6082,0.5907,0.5407,0.7409,0.5423,0.6233,0.6113
6735,0.6618,0.6745,0.6547,0.7866,0.5657,0.63,0.6594
6740,0.6913,0.7157,0.7506,0.7934,0.6073,0.6265,0.6544
6745,0.6949,0.7334,0.8066,0.7457,0.5948,0.648,0.6412
6750,0.6845,0.7242,0.8165,0.7229,0.592,0.6389,0.6126
6755,0.6869,0.7325,0.8211,0.7264,0.6038,0.6429,0.5946
6760,0.6808,0.7181,0.8348,0.7357,0.604,0.6136,0.5787
6765,0.6619,0.6977,0.8112,0.7035,0.6029,0.581,0.5749
6770,0.661,0.688,0.8036,0.6832,0.6373,0.5871,0.5666
6775,0.6579,0.6918,0.8076,0.6878,0.6102,0.6068,0.5433
6780,0.6645,0.7103,0.8094,0.6893,0.6506,0.5917,0.5359
6785,0.6275,0.7191,0.7253,0.657,0.6059,0.5467,0.5108
6790,0.6282,0.7227,0.7535,0.6511,0.631,0.5024,0.5083
6795,0.6442,0.7507,0.7992,0.6735,0.6695,0.5133,0.4593
6800,0.6927,0.8401,0.8202,0.6551,0.727,0.5688,0.5452
6805,0.6688,0.7379,0.821,0.6461,0.7225,0.5729,0.5123
6810,0.6676,0.7124,0.8011,0.6227,0.7778,0.6177,0.4742
6815,0.6621,0.6715,0.7921,0.6008,0.7795,0.6261,0.5024
6820,0.6679,0.635,0.7583,0.6081,0.8203,0.6544,0.5313
6825,0.6304,0.5922,0.7234,0.5975,0.7945,0.5848,0.4901
6830,0.6068,0.595,0.6864,0.6129,0.726,0.5598,0.4605
6835,0.6045,0.5653,0.6544,0.6287,0.6998,0.58,0.499
6840,0.6555,0.5682,0.6601,0.7144,0.6669,0.6509,0.6727
6845,0.6027,0.5272,0.6232,0.6575,0.6337,0.6012,0.5735
6850,0.6196,0.5906,0.6175,0.6177,0.6489,0.6209,0.6218
6855,0.629,0.6105,0.5898,0.6072,0.6769,0.6841,0.6055
6860,0.6518,0.6108,0.6382,0.6711,0.7293,0.6724,0.589
6865,0.6331,0.6138,0.6223,0.5881,0.7851,0.6596,0.5299
6870,0.6359,0.5973,0.6376,0.6007,0.7992,0.6716,0.5093
6875,0.6459,0.5953,0.6297,0.6516,0.7705,0.7074,0.521
6880,0.6975,0.6576,0.6823,0.6655,0.8044,0.7569,0.6184
6885,0.6802,0.6266,0.6767,0.6747,0.7959,0.7402,0.567
6890,0.6584,0.6126,0.6782,0.6207,0.781,0.7254,0.5327
6895,0.6645,0.6271,0.6881,0.611,0.774,0.7314,0.5554
6900,0.7059,0.6342,0.6826,0.7535,0.7969,0.7775,0.5905
6905,0.6858,0.6057,0.6466,0.749,0.7598,0.7351,0.6184
6910,0.6599,0.5653,0.6122,0.7846,0.6841,0.6927,0.6206
6915,0.6694,0.5805,0.6367,0.7828,0.6704,0.6637,0.6824
6920,0.707,0.6057,0.6893,0.793,0.692,0.6892,0.7727
6925,0.6296,0.5518,0.6291,0.7095,0.6041,0.6525,0.6305
6930,0.5441,0.496,0.5398,0.6286,0.504,0.5805,0.5156
6935,0.5898,0.5145,0.559,0.7269,0.5301,0.6279,0.58
6940,0.7036,0.6301,0.64,0.8597,0.6823,0.7351,0.6743
6945,0.714,0.616,0.6924,0.8738,0.6775,0.7151,0.7089
6950,0.7174,0.6393,0.7011,0.8749,0.7028,0.7106,0.6758
6955,0.7292,0.6491,0.7079,0.9008,0.7266,0.725,0.6656
6960,0.73,0.6599,0.7164,0.8931,0.7224,0.7304,0.6577
6965,0.7278,0.6569,0.7034,0.8761,0.7285,0.7364,0.6657
6970,0.7311,0.6494,0.6901,0.8955,0.7386,0.7368,0.6762
6975,0.7344,0.6458,0.6975,0.9039,0.7189,0.754,0.6859
6980,0.733,0.6609,0.6871,0.8887,0.7246,0.7457,0.6911
6985,0.7286,0.6314,0.7087,0.8913,0.7271,0.7317,0.6815
6990,0.7231,0.6252,0.6951,0.8884,0.7287,0.7266,0.6746
6995,0.7249,0.635,0.6873,0.8959,0.7313,0.7279,0.6719
7000,0.7288,0.6506,0.6893,0.9009,0.7235,0.7411,0.6675
7005,0.7297,0.6444,0.689,0.898,0.7249,0.749,0.6727
7010,0.7285,0.644,0.6902,0.8965,0.7184,0.7504,0.6715
7015,0.73,0.6409,0.6875,0.899,0.722,0.7514,0.6791
7020,0.7268,0.6398,0.6872,0.899,0.7234,0.7404,0.6709
7025,0.7075,0.6303,0.6762,0.8579,0.6904,0.7033,0.6867
7030,0.6831,0.5895,0.658,0.8234,0.6677,0.6775,0.6827
7035,0.6945,0.6216,0.6669,0.7846,0.6871,0.6998,0.707
7040,0.7294,0.6421,0.6725,0.8935,0.7193,0.6999,0.7488
7045,0.7113,0.6397,0.6676,0.8571,0.7077,0.6723,0.7232
7050,0.6934,0.6241,0.661,0.7711,0.6916,0.6861,0.7266
7055,0.683,0.6174,0.6525,0.7529,0.682,0.6744,0.7188
7060,0.6994,0.6165,0.6438,0.8162,0.6891,0.6825,0.7482
7065,0.692,0.5956,0.6533,0.823,0.6795,0.648,0.7524
7070,0.6963,0.6097,0.6637,0.8022,0.6891,0.6549,0.7582
7075,0.6962,0.5997,0.679,0.8021,0.6769,0.6488,0.7706
7080,0.7152,0.6279,0.685,0.826,0.6917,0.6747,0.7858
7085,0.7132,0.6156,0.6832,0.8214,0.696,0.6755,0.7873
7090,0.7095,0.6248,0.673,0.8235,0.6867,0.6769,0.7722
7095,0.7084,0.6246,0.6687,0.8265,0.684,0.6799,0.7669
7100,0.7108,0.6333,0.691,0.8171,0.6922,0.6705,0.7611
7105,0.7122,0.6411,0.7159,0.8083,0.6874,0.6577,0.7627
7110,0.6849,0.5958,0.6874,0.7755,0.6771,0.6184,0.7552
7115,0.6942,0.6172,0.7024,0.7676,0.679,0.6376,0.7612
7120,0.7265,0.6646,0.7062,0.8194,0.7015,0.6795,0.7878
7125,0.7016,0.6455,0.6592,0.8059,0.6715,0.6541,0.7733
7130,0.6737,0.6267,0.6468,0.7476,0.6465,0.633,0.7417
7135,0.6647,0.6148,0.6525,0.7441,0.6332,0.6292,0.7141
7140,0.679,0.6205,0.627,0.8306,0.6321,0.6437,0.7201
7145,0.6245,0.5925,0.594,0.7563,0.5582,0.5926,0.6533
7150,0.6151,0.5695,0.5662,0.7769,0.5332,0.5758,0.6693
7155,0.6333,0.5646,0.5811,0.8358,0.5152,0.5493,0.754
7160,0.6297,0.5617,0.5795,0.8421,0.5083,0.536,0.751
7165,0.6096,0.5508,0.5609,0.8105,0.4827,0.5215,0.7315
7170,0.5937,0.543,0.5442,0.7954,0.4658,0.5084,0.7054
7175,0.578,0.5242,0.5233,0.7791,0.4579,0.4833,0.7
7180,0.5772,0.523,0.525,0.7848,0.4541,0.4779,0.6986
7185,0.5618,0.5184,0.5227,0.7454,0.4451,0.4709,0.6685
7190,0.551,0.5091,0.5142,0.7143,0.4389,0.4752,0.6544
7195,0.561,0.5178,0.5246,0.7134,0.4502,0.4812,0.6791
7200,0.5667,0.5226,0.5253,0.7035,0.4683,0.4845,0.6959
7205,0.5582,0.5183,0.5214,0.6893,0.4668,0.4783,0.6752
7210,0.5596,0.5173,0.5237,0.6961,0.4685,0.4792,0.673
7215,0.5684,0.5225,0.5432,0.7061,0.477,0.4844,0.6773
7220,0.5815,0.5263,0.5689,0.7181,0.4946,0.4945,0.6868
7225,0.5835,0.54,0.5879,0.7131,0.4809,0.4943,0.6844
7230,0.5875,0.5334,0.6084,0.719,0.4796,0.4978,0.6871
7235,0.5973,0.5382,0.6282,0.725,0.4916,0.5031,0.6976
7240,0.6061,0.5499,0.6259,0.734,0.5065,0.5086,0.7116
7245,0.5711,0.5411,0.6437,0.637,0.5039,0.4994,0.6012
7250,0.5715,0.5377,0.6544,0.6607,0.5239,0.4698,0.5823
7255,0.617,0.6544,0.7304,0.6643,0.5632,0.4816,0.6082
7260,0.6417,0.7584,0.7756,0.6687,0.5671,0.4752,0.6052
7265,0.6006,0.7472,0.7181,0.6143,0.5293,0.4414,0.5532
7270,0.5722,0.7089,0.6565,0.5772,0.5097,0.4424,0.5382
7275,0.6087,0.7295,0.7075,0.5964,0.5508,0.4938,0.5739
7280,0.6635,0.7383,0.7766,0.648,0.6167,0.5743,0.6271
7285,0.6241,0.6815,0.7295,0.6078,0.5742,0.5563,0.5956
7290,0.5632,0.6519,0.7014,0.5394,0.5127,0.4261,0.5479
7295,0.6045,0.6982,0.755,0.5492,0.5469,0.5281,0.5496
7300,0.6289,0.715,0.7583,0.5431,0.6108,0.6009,0.5452
7305,0.606,0.6491,0.7595,0.5208,0.5784,0.5923,0.5357
7310,0.6031,0.6539,0.7223,0.5213,0.5826,0.5926,0.5457
7315,0.6013,0.649,0.7402,0.5333,0.5784,0.5624,0.5445
7320,0.6145,0.6771,0.7873,0.5223,0.5866,0.5664,0.5475
7325,0.6117,0.6663,0.7742,0.524,0.5922,0.5666,0.5466
7330,0.6149,0.6683,0.7874,0.5208,0.609,0.5656,0.538
7335,0.6303,0.6859,0.8016,0.524,0.6463,0.5738,0.5502
7340,0.6369,0.7007,0.818,0.5193,0.6766,0.5523,0.5543
7345,0.6342,0.684,0.7792,0.5291,0.6913,0.5618,0.5598
7350,0.6393,0.6831,0.7638,0.5423,0.709,0.5734,0.5641
7355,0.6702,0.7287,0.8072,0.5695,0.7376,0.5992,0.5788
7360,0.6764,0.741,0.8279,0.554,0.7765,0.6109,0.548
7365,0.5997,0.557,0.786,0.4287,0.7993,0.5602,0.4668
7370,0.5525,0.5176,0.6425,0.3603,0.7629,0.5608,0.4711
7375,0.5905,0.5761,0.6184,0.41,0.7964,0.6166,0.5252
7380,0.6715,0.6837,0.6786,0.5756,0.7899,0.6968,0.6046
7385,0.6582,0.6789,0.6406,0.5699,0.7637,0.7103,0.586
7390,0.6615,0.6766,0.6343,0.6183,0.7512,0.713,0.5759
7395,0.6704,0.6647,0.6131,0.6644,0.7578,0.7313,0.5911
7400,0.6762,0.6563,0.594,0.6772,0.7789,0.7532,0.5979
7405,0.6402,0.666,0.5229,0.6521,0.7268,0.6936,0.5799
7410,0.6166,0.6121,0.5681,0.6536,0.7041,0.6168,0.5448
7415,0.6404,0.614,0.5508,0.697,0.7057,0.6328,0.6421
7420,0.6835,0.6143,0.5463,0.7904,0.7311,0.7019,0.7171
7425,0.6271,0.513,0.4546,0.8273,0.6365,0.603,0.7284
7430,0.6137,0.534,0.4667,0.7698,0.6001,0.604,0.7076
7435,0.6596,0.5867,0.4984,0.845,0.6466,0.6543,0.7268
7440,0.686,0.6167,0.4982,0.8579,0.6743,0.7164,0.7527
7445,0.6205,0.5595,0.4483,0.7982,0.5933,0.6238,0.6998
7450,0.5991,0.5969,0.4965,0.6929,0.5303,0.5919,0.6859
7455,0.6009,0.6757,0.5663,0.6574,0.4844,0.5987,0.6231
7460,0.6647,0.7694,0.7254,0.7169,0.545,0.609,0.6225
7465,0.6569,0.7472,0.7478,0.7272,0.5228,0.6051,0.591
7470,0.657,0.7458,0.7855,0.7122,0.5093,0.5979,0.5915
7475,0.6596,0.7304,0.7543,0.7154,0.5503,0.5934,0.6141
7480,0.6435,0.699,0.7354,0.6737,0.5704,0.5623,0.6204
7485,0.6192,0.6986,0.716,0.6254,0.5846,0.5635,0.5273
7490,0.611,0.7153,0.7411,0.5947,0.563,0.5459,0.5058
7495,0.6149,0.7102,0.7637,0.6054,0.5521,0.5562,0.5016
7500,0.6897,0.7775,0.8433,0.6615,0.6439,0.6495,0.5627
7505,0.6277,0.6755,0.7561,0.5694,0.6125,0.6626,0.4902
7510,0.5772,0.598,0.6441,0.5165,0.613,0.6311,0.4607
7515,0.6134,0.6421,0.6917,0.5552,0.6621,0.6562,0.4729
7520,0.654,0.6717,0.7577,0.6032,0.6605,0.7279,0.5033
7525,0.6393,0.6958,0.6889,0.5985,0.5584,0.781,0.5129
7530,0.6389,0.6988,0.6591,0.6169,0.5455,0.7815,0.5315
7535,0.6676,0.6959,0.688,0.6645,0.6163,0.7748,0.5663
7540,0.689,0.6794,0.7173,0.6383,0.7275,0.8047,0.567
7545,0.6178,0.5936,0.5935,0.5861,0.6773,0.7458,0.5105
7550,0.5845,0.5628,0.5274,0.5578,0.6227,0.7286,0.5074
7555,0.6283,0.5978,0.5534,0.5761,0.6799,0.8225,0.54
7560,0.6993,0.6843,0.5979,0.623,0.7654,0.8943,0.631
7565,0.6918,0.6856,0.5964,0.632,0.7489,0.8725,0.6155
7570,0.7046,0.6992,0.5987,0.6374,0.7661,0.8808,0.6453
7575,0.7009,0.6904,0.6068,0.639,0.7661,0.8712,0.632
7580,0.7176,0.7093,0.6118,0.6575,0.7909,0.8825,0.6537
7585,0.705,0.6934,0.6114,0.6473,0.7695,0.8715,0.6368
7590,0.7039,0.694,0.6089,0.6314,0.7692,0.889,0.6312
7595,0.711,0.7139,0.6061,0.6219,0.7839,0.9107,0.6293
7600,0.706,0.7037,0.5845,0.6321,0.7543,0.8998,0.6619
7605,0.6781,0.7008,0.5514,0.6107,0.7034,0.8697,0.6327
7610,0.6998,0.7326,0.5897,0.6165,0.7469,0.8908,0.6222
7615,0.6975,0.703,0.5951,0.6301,0.736,0.8949,0.6259
7620,0.6938,0.6835,0.5923,0.6361,0.765,0.8539,0.632
7625,0.6263,0.6203,0.5619,0.576,0.6833,0.7328,0.5838
7630,0.6207,0.5955,0.562,0.5535,0.6957,0.7287,0.5891
7635,0.6359,0.6112,0.6029,0.5717,0.717,0.7337,0.5791
7640,0.6487,0.6374,0.5977,0.5719,0.7142,0.7747,0.5963
7645,0.6142,0.608,0.5402,0.5311,0.6778,0.7779,0.55
7650,0.5895,0.5798,0.5223,0.5246,0.6136,0.7622,0.5342
7655,0.6112,0.5532,0.5277,0.5485,0.6955,0.78,0.5626
7660,0.6148,0.5392,0.5103,0.5425,0.7569,0.7772,0.5626
7665,0.5934,0.5364,0.4922,0.5408,0.7059,0.7253,0.5598
7670,0.5857,0.5296,0.4916,0.5353,0.6913,0.7014,0.5648
7675,0.5958,0.5365,0.4919,0.5474,0.7063,0.7229,0.5697
7680,0.5996,0.5253,0.4907,0.5467,0.7173,0.7492,0.5686
7685,0.6043,0.5238,0.5061,0.5532,0.7143,0.7583,0.5701
7690,0.6122,0.5324,0.5118,0.5609,0.7214,0.7668,0.5798
7695,0.6214,0.5375,0.5041,0.5721,0.7392,0.7819,0.5936
7700,0.6235,0.5483,0.4827,0.5825,0.7377,0.7898,0.6
7705,0.6215,0.5458,0.4876,0.5902,0.7322,0.7756,0.598
7710,0.6209,0.5454,0.4767,0.5826,0.7453,0.782,0.5932
7715,0.6259,0.5574,0.4933,0.5821,0.7515,0.7818,0.5894
7720,0.632,0.5627,0.5055,0.579,0.7633,0.7916,0.5899
7725,0.6314,0.5536,0.4969,0.5716,0.7758,0.8149,0.5757
7730,0.6324,0.5659,0.5031,0.5706,0.779,0.8059,0.5701
7735,0.6365,0.5722,0.5063,0.5717,0.783,0.8173,0.5687
7740,0.6455,0.5938,0.5334,0.5749,0.7888,0.8176,0.5645
7745,0.6458,0.5994,0.5359,0.5671,0.7868,0.8256,0.5604
7750,0.6451,0.5927,0.534,0.568,0.7909,0.8235,0.5615
7755,0.6504,0.587,0.5457,0.5701,0.8032,0.8397,0.5566
7760,0.6526,0.588,0.5506,0.5677,0.8148,0.8448,0.5494
7765,0.6493,0.5904,0.5502,0.5644,0.7999,0.8406,0.5503
7770,0.6463,0.5899,0.5425,0.561,0.7939,0.844,0.5467
7775,0.6456,0.5849,0.5504,0.5566,0.7922,0.8458,0.5438
7780,0.6441,0.5899,0.5439,0.5534,0.7929,0.8389,0.5455
7785,0.6455,0.5902,0.5505,0.5574,0.7912,0.8391,0.5449
7790,0.6483,0.595,0.553,0.5594,0.7994,0.839,0.5442
7795,0.6499,0.5996,0.5563,0.5614,0.7996,0.8377,0.545
7800,0.6526,0.6016,0.5636,0.5619,0.8024,0.8402,0.5461
7805,0.6508,0.5982,0.5593,0.5612,0.7975,0.8402,0.5486
7810,0.6501,0.5993,0.5589,0.5586,0.8018,0.838,0.5443
7815,0.6494,0.5998,0.5566,0.5606,0.7951,0.8392,0.545
7820,0.6479,0.5971,0.5538,0.5579,0.796,0.8404,0.5423
7825,0.6491,0.5974,0.5547,0.5597,0.797,0.8421,0.5435
7830,0.6518,0.6012,0.5629,0.5606,0.7994,0.841,0.5458
7835,0.6525,0.6017,0.5678,0.5616,0.8008,0.8386,0.5447
7840,0.6522,0.6039,0.5578,0.5638,0.8038,0.8406,0.5435
7845,0.6474,0.6001,0.5619,0.5566,0.79,0.8333,0.5427
7850,0.6301,0.5886,0.5616,0.5501,0.7516,0.7837,0.5451
7855,0.6307,0.5915,0.5772,0.5458,0.7403,0.7836,0.5458
7860,0.629,0.5816,0.5596,0.5424,0.7446,0.8029,0.5428
7865,0.6173,0.5703,0.5666,0.5296,0.7243,0.7924,0.5209
7870,0.6133,0.5693,0.5709,0.5279,0.7088,0.7837,0.519
7875,0.6081,0.5675,0.574,0.5186,0.7048,0.7666,0.5171
7880,0.6039,0.5603,0.5649,0.5195,0.7088,0.7564,0.5135
7885,0.6097,0.5581,0.5822,0.5239,0.7234,0.7646,0.5062
7890,0.6121,0.5517,0.5875,0.5243,0.7308,0.7767,0.5015
7895,0.6113,0.5401,0.575,0.5231,0.7437,0.7828,0.5029
7900,0.6108,0.533,0.5633,0.5215,0.7469,0.7911,0.5094
7905,0.612,0.5342,0.5658,0.5294,0.7321,0.8005,0.5099
7910,0.6118,0.5408,0.5611,0.5255,0.7242,0.8066,0.5128
7915,0.6141,0.5404,0.5562,0.5296,0.7319,0.8131,0.5132
7920,0.6159,0.5449,0.5532,0.5282,0.7339,0.8196,0.516
7925,0.619,0.5436,0.5591,0.5287,0.7396,0.8261,0.5169
7930,0.6188,0.5475,0.5614,0.5264,0.7372,0.8228,0.5176
7935,0.6202,0.5479,0.5607,0.5298,0.7441,0.8202,0.5184
7940,0.6218,0.5523,0.5648,0.5317,0.7405,0.8186,0.5228
7945,0.6215,0.5515,0.5609,0.5316,0.7439,0.8203,0.5211
7950,0.6218,0.5506,0.563,0.5308,0.745,0.8167,0.5249
7955,0.6216,0.5513,0.5618,0.5317,0.7439,0.8183,0.5226
7960,0.6196,0.5524,0.5596,0.5313,0.7384,0.8154,0.5206
7965,0.6218,0.5528,0.5641,0.532,0.74,0.8187,0.5234
7970,0.6212,0.5514,0.564,0.5316,0.7435,0.8171,0.5196
7975,0.622,0.555,0.5609,0.5335,0.745,0.8177,0.5201
7980,0.6208,0.5485,0.5652,0.5306,0.7414,0.8198,0.5195
7985,0.611,0.5631,0.5659,0.5268,0.7268,0.7575,0.5259
