frame,mean_iou,iou_v0,iou_v1,iou_v2,iou_v3,iou_v4,iou_v5
13585,0.7161,0.6167,0.6417,0.7968,0.7144,0.6869,0.84
13590,0.7045,0.6104,0.6323,0.7835,0.701,0.6694,0.8306
13595,0.7,0.6035,0.617,0.8246,0.6755,0.6468,0.8326
13600,0.736,0.6372,0.6474,0.8721,0.7238,0.6983,0.8372
13605,0.6988,0.5867,0.6192,0.846,0.6569,0.6972,0.7871
13610,0.6936,0.5805,0.6094,0.843,0.6564,0.699,0.7732
13615,0.7109,0.6089,0.6371,0.8439,0.6973,0.7084,0.7701
13620,0.7401,0.6491,0.6637,0.8632,0.7299,0.7129,0.8219
13625,0.7247,0.6511,0.6481,0.8458,0.7109,0.6734,0.8192
13630,0.7097,0.6359,0.624,0.8368,0.6944,0.6627,0.8042
13635,0.7311,0.648,0.6613,0.8586,0.723,0.6954,0.8003
13640,0.7384,0.6485,0.6637,0.8649,0.7395,0.7146,0.7991
13645,0.7388,0.6466,0.6602,0.8556,0.7356,0.7228,0.8117
13650,0.7321,0.6367,0.6446,0.8524,0.7264,0.7231,0.8094
13655,0.7459,0.6546,0.6714,0.8644,0.7343,0.7362,0.8142
13660,0.7443,0.6505,0.6707,0.8598,0.7428,0.7244,0.8175
13665,0.7462,0.6573,0.6708,0.852,0.7485,0.7251,0.8233
13670,0.7458,0.6605,0.6714,0.8517,0.7485,0.7214,0.8211
13675,0.7464,0.6617,0.6753,0.8575,0.7438,0.7226,0.8176
13680,0.7481,0.6561,0.6796,0.8709,0.7407,0.7307,0.8106
13685,0.7428,0.6521,0.6711,0.8826,0.7277,0.7176,0.8058
13690,0.7404,0.6522,0.6676,0.8798,0.724,0.7115,0.8073
13695,0.7407,0.6537,0.6662,0.8647,0.7267,0.7149,0.8182
13700,0.7433,0.6461,0.6759,0.8658,0.7251,0.7289,0.8181
13705,0.7455,0.6595,0.6692,0.8843,0.7263,0.7207,0.8128
13710,0.743,0.662,0.6754,0.8755,0.724,0.7187,0.8023
13715,0.7437,0.6594,0.6787,0.8916,0.7174,0.7218,0.7937
13720,0.7478,0.6671,0.6852,0.8907,0.7238,0.7268,0.7934
13725,0.7465,0.6715,0.6971,0.8889,0.7181,0.7312,0.7723
13730,0.7376,0.6674,0.7021,0.8747,0.7085,0.7158,0.7571
13735,0.7294,0.6626,0.6814,0.8738,0.6936,0.6995,0.7653
13740,0.7278,0.676,0.6811,0.8881,0.6781,0.6601,0.7834
13745,0.6983,0.6426,0.6788,0.8619,0.6391,0.6411,0.7261
13750,0.6977,0.6428,0.6684,0.8714,0.6414,0.6573,0.7048
13755,0.7063,0.6615,0.6876,0.86,0.6778,0.669,0.6817
13760,0.7181,0.6533,0.6946,0.8832,0.6855,0.6815,0.7106
13765,0.7136,0.6494,0.6954,0.877,0.6782,0.6779,0.7039
13770,0.714,0.643,0.6937,0.8803,0.6747,0.6763,0.7161
13775,0.7123,0.6501,0.6974,0.8672,0.6729,0.6804,0.7059
13780,0.7124,0.6432,0.6917,0.8699,0.6728,0.6812,0.7156
13785,0.7088,0.6486,0.6996,0.8609,0.6767,0.6645,0.7028
13790,0.7053,0.653,0.6939,0.8513,0.6603,0.6664,0.7072
13795,0.7093,0.6635,0.6933,0.8628,0.6712,0.6684,0.6968
13800,0.7123,0.6605,0.6892,0.8701,0.6717,0.6646,0.7175
13805,0.7039,0.6573,0.6862,0.8562,0.6581,0.6593,0.7066
13810,0.7058,0.6532,0.6791,0.8619,0.6613,0.6681,0.711
13815,0.6969,0.6469,0.6741,0.8304,0.6581,0.6604,0.7114
13820,0.706,0.6486,0.6935,0.8407,0.6776,0.6603,0.7149
13825,0.696,0.6554,0.6873,0.7882,0.6839,0.6527,0.7085
13830,0.6821,0.6508,0.6689,0.7783,0.6737,0.6237,0.6971
13835,0.6783,0.6529,0.6611,0.7834,0.6575,0.633,0.6816
13840,0.6764,0.6433,0.6515,0.7825,0.6523,0.626,0.703
13845,0.6687,0.6506,0.6377,0.7808,0.6399,0.6234,0.6797
13850,0.6683,0.6335,0.6233,0.7953,0.6551,0.6281,0.6746
13855,0.6783,0.6373,0.6228,0.8119,0.6618,0.6385,0.6974
13860,0.6938,0.6446,0.6155,0.8194,0.6965,0.6637,0.7232
13865,0.689,0.6486,0.6103,0.8177,0.6794,0.6609,0.717
13870,0.6857,0.6333,0.608,0.8105,0.6816,0.6617,0.7191
13875,0.6857,0.6429,0.6096,0.8156,0.6708,0.6527,0.7225
13880,0.6883,0.6549,0.615,0.8049,0.6806,0.6507,0.7239
13885,0.6869,0.6562,0.6103,0.816,0.6686,0.6445,0.7262
13890,0.6855,0.6491,0.6111,0.8062,0.6762,0.6462,0.7242
13895,0.6823,0.6482,0.6066,0.8136,0.6597,0.6438,0.7217
13900,0.6847,0.643,0.6088,0.808,0.6734,0.6469,0.7283
13905,0.6814,0.6431,0.6013,0.8072,0.662,0.6469,0.7278
13910,0.685,0.6502,0.6083,0.808,0.6709,0.6461,0.7262
13915,0.679,0.6427,0.6,0.8099,0.6557,0.6394,0.7263
13920,0.6805,0.6422,0.604,0.8053,0.6628,0.6383,0.7303
13925,0.6782,0.6386,0.5985,0.7967,0.6626,0.6478,0.7251
13930,0.6835,0.6521,0.6051,0.8071,0.6626,0.6418,0.7323
13935,0.6818,0.6484,0.6018,0.8026,0.6648,0.6441,0.7289
13940,0.682,0.655,0.6009,0.8018,0.6647,0.6401,0.7294
13945,0.6799,0.6465,0.602,0.8034,0.6665,0.6401,0.7209
13950,0.6784,0.646,0.6,0.8085,0.6587,0.6338,0.7237
13955,0.6774,0.6483,0.5974,0.8068,0.6597,0.6315,0.7206
13960,0.6744,0.6394,0.5922,0.8083,0.6563,0.6297,0.7203
13965,0.6775,0.6465,0.5925,0.8137,0.6533,0.6346,0.7242
13970,0.6769,0.6454,0.5895,0.8141,0.6546,0.6338,0.7237
13975,0.6734,0.6424,0.5856,0.8149,0.6405,0.634,0.7229
13980,0.6743,0.6407,0.5893,0.8101,0.6562,0.6282,0.7213
13985,0.6747,0.6426,0.5879,0.814,0.6517,0.6278,0.7243
13990,0.672,0.6435,0.5883,0.8,0.6512,0.6308,0.7179
13995,0.6738,0.6469,0.5866,0.8112,0.6505,0.6272,0.7206
14000,0.674,0.6416,0.5925,0.8043,0.6509,0.631,0.7237
14005,0.6731,0.6444,0.5876,0.8075,0.6515,0.6256,0.7223
14010,0.6748,0.6458,0.5929,0.8057,0.649,0.6255,0.7297
14015,0.6778,0.6485,0.594,0.8028,0.6609,0.6299,0.7304
14020,0.6784,0.6555,0.5993,0.8016,0.6571,0.6235,0.7334
14025,0.6776,0.6436,0.5981,0.7991,0.6661,0.6256,0.7329
14030,0.6787,0.6483,0.5977,0.7999,0.6612,0.6314,0.7335
14035,0.6789,0.6479,0.5993,0.8,0.6668,0.6271,0.7324
14040,0.6803,0.6482,0.5974,0.8003,0.6637,0.6363,0.7359
14045,0.6769,0.6462,0.5981,0.7934,0.6642,0.626,0.7335
14050,0.676,0.6463,0.5949,0.7954,0.6562,0.6306,0.7327
14055,0.6716,0.6312,0.5929,0.792,0.6538,0.6334,0.7261
14060,0.6788,0.6461,0.5944,0.8066,0.6581,0.6338,0.7335
14065,0.6757,0.6405,0.5935,0.7984,0.6584,0.6349,0.7281
14070,0.6778,0.6452,0.5951,0.8084,0.6628,0.6288,0.7265
14075,0.6731,0.6323,0.5952,0.7887,0.6621,0.6368,0.7232
14080,0.6777,0.6384,0.5943,0.8062,0.6637,0.6366,0.7273
14085,0.6737,0.6344,0.5943,0.7935,0.6606,0.6315,0.728
14090,0.6792,0.6472,0.5949,0.8041,0.6645,0.6308,0.7338
14095,0.6791,0.6425,0.5956,0.8059,0.6596,0.6342,0.7368
14100,0.6902,0.6596,0.6033,0.8259,0.667,0.647,0.7383
14105,0.6832,0.6535,0.5965,0.8187,0.6621,0.6327,0.7359
14110,0.6703,0.6173,0.5837,0.8074,0.6611,0.6298,0.7224
14115,0.6666,0.6081,0.5828,0.7936,0.67,0.6256,0.7197
14120,0.6756,0.6262,0.604,0.8013,0.6762,0.6278,0.7182
14125,0.6807,0.6232,0.612,0.8145,0.6864,0.6342,0.714
14130,0.6917,0.6432,0.6195,0.8282,0.6851,0.6447,0.7296
14135,0.6974,0.6461,0.6315,0.8358,0.7023,0.6391,0.7297
14140,0.7114,0.6651,0.6429,0.8445,0.7078,0.6632,0.745
14145,0.7116,0.6607,0.6509,0.8246,0.7191,0.6673,0.747
14150,0.7081,0.668,0.6487,0.8176,0.7112,0.6595,0.7433
14155,0.7041,0.6539,0.6395,0.8138,0.7055,0.6735,0.7385
14160,0.7098,0.6615,0.6563,0.8157,0.7184,0.6696,0.7374
14165,0.7029,0.6602,0.656,0.807,0.715,0.6538,0.725
14170,0.7065,0.654,0.6511,0.8163,0.7219,0.6506,0.7452
14175,0.7009,0.6451,0.6464,0.807,0.7218,0.6395,0.7454
14180,0.7087,0.6589,0.6414,0.8288,0.7107,0.6599,0.7524
14185,0.7081,0.6504,0.6405,0.8248,0.7203,0.6614,0.751
14190,0.7042,0.6483,0.6417,0.8152,0.7094,0.6655,0.7453
14195,0.7053,0.6401,0.6442,0.8214,0.7162,0.6675,0.7427
14200,0.7097,0.6476,0.639,0.8297,0.7114,0.6814,0.7489
14205,0.6981,0.6571,0.6252,0.8108,0.6982,0.671,0.7264
14210,0.6892,0.6457,0.624,0.8008,0.6907,0.6685,0.7054
14215,0.6873,0.6457,0.6146,0.7872,0.6911,0.677,0.7082
14220,0.6846,0.6436,0.6129,0.7789,0.6826,0.6765,0.713
14225,0.6882,0.6471,0.6139,0.7864,0.699,0.6786,0.7044
14230,0.6756,0.6169,0.6027,0.771,0.6821,0.6824,0.6983
14235,0.6823,0.6256,0.6198,0.7662,0.7159,0.678,0.688
14240,0.7025,0.6558,0.6237,0.7789,0.7462,0.6898,0.7205
14245,0.6922,0.6524,0.6194,0.7589,0.7322,0.6878,0.7025
14250,0.6774,0.6317,0.6036,0.7474,0.7234,0.6788,0.6796
14255,0.6816,0.6339,0.6145,0.7469,0.7287,0.6854,0.6802
14260,0.7102,0.6562,0.6399,0.7772,0.7531,0.7271,0.7076
14265,0.687,0.6525,0.6425,0.7394,0.7327,0.6969,0.658
14270,0.6787,0.653,0.6483,0.7425,0.7312,0.6831,0.6142
14275,0.6961,0.6579,0.6512,0.7815,0.7308,0.6926,0.6629
14280,0.6992,0.6718,0.6332,0.8015,0.721,0.6905,0.6775
14285,0.6879,0.6477,0.6386,0.7842,0.7211,0.6679,0.6679
14290,0.6786,0.6356,0.6296,0.7801,0.7236,0.6528,0.65
14295,0.6829,0.6279,0.6283,0.7787,0.7295,0.6646,0.6687
14300,0.6894,0.6275,0.63,0.7888,0.7357,0.6664,0.6878
14305,0.6864,0.6224,0.6268,0.7891,0.7265,0.6564,0.6971
14310,0.6876,0.6295,0.6211,0.8042,0.7119,0.6563,0.7024
14315,0.6785,0.6208,0.6099,0.7948,0.6926,0.6495,0.7037
14320,0.6789,0.6273,0.5991,0.8068,0.6853,0.6529,0.702
14325,0.665,0.6067,0.5771,0.7913,0.682,0.6303,0.7026
14330,0.6657,0.5962,0.5669,0.7753,0.7091,0.6304,0.7162
14335,0.6713,0.6009,0.5544,0.7821,0.7237,0.6435,0.7229
14340,0.6861,0.6257,0.5456,0.819,0.7093,0.7062,0.7107
14345,0.67,0.582,0.5271,0.8027,0.7057,0.7064,0.6964
14350,0.6518,0.558,0.5314,0.7894,0.6948,0.6662,0.671
14355,0.6489,0.5529,0.5164,0.7953,0.6946,0.6637,0.6701
14360,0.6359,0.5398,0.5024,0.7841,0.6808,0.6457,0.6624
14365,0.6438,0.5395,0.52,0.778,0.6736,0.6959,0.6556
14370,0.65,0.5515,0.5281,0.7759,0.6804,0.7094,0.6547
14375,0.6472,0.552,0.5234,0.7896,0.6642,0.7001,0.6539
14380,0.6452,0.5496,0.5181,0.8018,0.661,0.6981,0.6425
14385,0.6368,0.5502,0.5237,0.7739,0.6553,0.7031,0.6144
14390,0.6455,0.5603,0.5379,0.7892,0.6575,0.7149,0.6131
14395,0.6464,0.5618,0.5447,0.7852,0.6555,0.721,0.6101
14400,0.6602,0.5597,0.5604,0.8111,0.6726,0.7327,0.6246
14405,0.6653,0.5806,0.5865,0.8083,0.6619,0.7322,0.6222
14410,0.6643,0.5964,0.5889,0.8006,0.6471,0.7262,0.6267
14415,0.6694,0.6099,0.5994,0.806,0.6451,0.7353,0.621
14420,0.665,0.6072,0.602,0.8073,0.6439,0.7192,0.6106
14425,0.6608,0.6063,0.5935,0.8135,0.6381,0.7057,0.6079
14430,0.6634,0.6075,0.5966,0.8061,0.6559,0.7007,0.6138
14435,0.6726,0.6172,0.628,0.8043,0.6662,0.7121,0.6076
14440,0.6825,0.624,0.6283,0.7859,0.6908,0.7272,0.6387
14445,0.6817,0.6177,0.6445,0.7847,0.6715,0.7239,0.6481
14450,0.6861,0.6171,0.6509,0.789,0.6663,0.7375,0.656
14455,0.6995,0.6246,0.6647,0.7862,0.6746,0.7353,0.7117
14460,0.726,0.6678,0.6964,0.7997,0.6909,0.7736,0.7276
14465,0.7174,0.6225,0.7306,0.7547,0.7459,0.7897,0.6608
14470,0.7111,0.646,0.6676,0.7314,0.7359,0.8369,0.6486
14475,0.6733,0.6428,0.6135,0.6917,0.6928,0.8074,0.5915
14480,0.7055,0.7504,0.6203,0.6987,0.7123,0.85,0.6015
14485,0.7084,0.7595,0.6552,0.7382,0.6621,0.8195,0.6156
14490,0.7148,0.7529,0.658,0.7662,0.6646,0.8211,0.6259
14495,0.7202,0.7348,0.6756,0.7793,0.6851,0.8221,0.624
14500,0.7262,0.743,0.6842,0.7862,0.6902,0.8429,0.6104
14505,0.7086,0.7301,0.6658,0.7808,0.6478,0.8391,0.5882
14510,0.7251,0.7514,0.667,0.7703,0.7157,0.8351,0.6111
14515,0.7573,0.7583,0.6635,0.7824,0.7703,0.8713,0.6978
14520,0.7849,0.7878,0.685,0.7939,0.8371,0.867,0.7384
14525,0.7874,0.7955,0.7029,0.7855,0.8426,0.8606,0.7371
14530,0.7953,0.791,0.7068,0.8139,0.8601,0.8625,0.7375
14535,0.7968,0.7899,0.7102,0.8327,0.8496,0.8604,0.738
14540,0.7926,0.8036,0.7067,0.8365,0.8233,0.8439,0.7417
14545,0.792,0.7961,0.7154,0.8332,0.8324,0.8486,0.7266
14550,0.8068,0.8197,0.7391,0.8445,0.8547,0.8395,0.7436
14555,0.8243,0.8324,0.7641,0.8534,0.875,0.8449,0.7759
14560,0.8298,0.8588,0.7829,0.8536,0.8726,0.8232,0.7877
14565,0.8278,0.8666,0.8071,0.8412,0.8632,0.8039,0.7851
14570,0.8172,0.8701,0.8016,0.8437,0.8395,0.777,0.7712
14575,0.8201,0.8646,0.7781,0.8976,0.8187,0.7775,0.7843
14580,0.793,0.8411,0.7106,0.8583,0.7923,0.7651,0.7907
14585,0.7838,0.8314,0.6654,0.8458,0.8118,0.7598,0.7883
14590,0.7903,0.8179,0.6679,0.8731,0.7851,0.7904,0.8075
14595,0.7812,0.804,0.6575,0.8536,0.7528,0.837,0.7824
14600,0.8173,0.8304,0.7343,0.8708,0.7784,0.8931,0.7966
14605,0.8061,0.8735,0.723,0.83,0.757,0.8739,0.7793
14610,0.7941,0.8876,0.6974,0.8065,0.7406,0.865,0.7673
14615,0.7824,0.8924,0.72,0.7568,0.7024,0.8574,0.7651
14620,0.789,0.8963,0.7553,0.7178,0.7321,0.8622,0.77
14625,0.7822,0.896,0.7608,0.7139,0.7067,0.8573,0.7584
14630,0.7398,0.8118,0.7148,0.6703,0.6704,0.8604,0.7111
14635,0.7353,0.8182,0.7191,0.6548,0.6625,0.8605,0.6968
14640,0.7311,0.8213,0.6768,0.6739,0.6737,0.8583,0.6828
14645,0.7262,0.7717,0.6791,0.6918,0.6912,0.8376,0.6857
14650,0.7222,0.7918,0.6759,0.6874,0.6993,0.8087,0.6701
14655,0.7176,0.7899,0.6855,0.6554,0.6882,0.8275,0.6589
14660,0.7267,0.8219,0.6584,0.6625,0.7104,0.8521,0.6551
14665,0.6901,0.7821,0.6163,0.6279,0.6939,0.8115,0.6089
14670,0.7077,0.7959,0.6247,0.6307,0.7188,0.8263,0.6501
14675,0.728,0.8128,0.643,0.6475,0.7412,0.8403,0.6835
14680,0.7589,0.837,0.6853,0.6952,0.7485,0.887,0.7007
14685,0.7566,0.8296,0.6843,0.6978,0.7525,0.8812,0.694
14690,0.7533,0.8265,0.6667,0.6999,0.7566,0.8761,0.694
14695,0.7579,0.843,0.6732,0.6975,0.7505,0.8823,0.7009
14700,0.7584,0.8452,0.6707,0.6966,0.7599,0.8778,0.7001
14705,0.7617,0.8553,0.6718,0.6991,0.7577,0.8858,0.7007
14710,0.7592,0.8563,0.6708,0.696,0.7543,0.8823,0.6953
14715,0.7584,0.8537,0.6706,0.6989,0.7537,0.8833,0.6902
14720,0.7641,0.8567,0.6711,0.6989,0.7608,0.8907,0.7063
14725,0.7341,0.7998,0.6591,0.6961,0.7243,0.8758,0.6493
14730,0.7091,0.7788,0.5958,0.6802,0.7021,0.8472,0.6504
14735,0.7236,0.8007,0.6006,0.6885,0.7275,0.8403,0.684
14740,0.741,0.8171,0.6385,0.6937,0.7343,0.8768,0.6856
14745,0.7022,0.7606,0.5802,0.692,0.6965,0.8567,0.6269
14750,0.6817,0.7543,0.5614,0.6805,0.6654,0.8225,0.6064
14755,0.7073,0.805,0.5828,0.6806,0.6945,0.8292,0.6514
14760,0.7359,0.8212,0.5848,0.6798,0.7259,0.8906,0.7132
14765,0.671,0.6926,0.5578,0.7093,0.5832,0.873,0.6104
14770,0.6351,0.6525,0.5774,0.6534,0.5138,0.8547,0.559
14775,0.6287,0.6859,0.5074,0.6285,0.5133,0.8517,0.5852
14780,0.6795,0.7348,0.5455,0.6499,0.6178,0.833,0.6957
14785,0.5995,0.6385,0.4878,0.6475,0.5024,0.7667,0.5538
14790,0.62,0.6548,0.5347,0.698,0.5135,0.7904,0.5287
14795,0.6718,0.7029,0.5663,0.7265,0.5627,0.8705,0.6022
14800,0.7088,0.7811,0.6733,0.699,0.5744,0.8796,0.6455
14805,0.6657,0.6862,0.6811,0.6951,0.5322,0.814,0.5856
14810,0.6429,0.6612,0.606,0.6642,0.5875,0.7907,0.5474
14815,0.663,0.6629,0.6431,0.6812,0.6151,0.8339,0.5419
14820,0.6925,0.6756,0.6674,0.6954,0.6471,0.9018,0.5678
14825,0.6503,0.6276,0.6119,0.6402,0.6059,0.8622,0.5539
14830,0.6553,0.6424,0.6139,0.6239,0.6373,0.8364,0.5776
14835,0.6657,0.6603,0.6377,0.6328,0.6834,0.7893,0.5906
14840,0.6883,0.6934,0.6612,0.6294,0.7566,0.7782,0.6108
14845,0.6836,0.6888,0.6494,0.6199,0.7482,0.7957,0.5993
14850,0.6671,0.661,0.6187,0.6063,0.7491,0.7729,0.5946
14855,0.6759,0.6894,0.6381,0.6099,0.7521,0.7949,0.5711
14860,0.714,0.7393,0.6778,0.6464,0.8018,0.8353,0.5834
14865,0.6911,0.7075,0.6349,0.6211,0.8197,0.814,0.5497
14870,0.6818,0.7001,0.6136,0.5983,0.8295,0.805,0.5441
14875,0.7005,0.7148,0.6481,0.6365,0.8371,0.825,0.5417
14880,0.7102,0.7129,0.6682,0.6513,0.8409,0.827,0.5612
14885,0.7136,0.7169,0.669,0.667,0.8404,0.8253,0.563
14890,0.7164,0.7187,0.6718,0.6633,0.8449,0.8294,0.57
14895,0.7196,0.7244,0.6786,0.6682,0.8376,0.838,0.5706
14900,0.7179,0.7291,0.6804,0.656,0.8282,0.8442,0.5697
14905,0.7197,0.7318,0.6863,0.664,0.839,0.8339,0.5635
14910,0.7152,0.7298,0.6782,0.6643,0.8425,0.8178,0.5585
14915,0.7037,0.7219,0.6619,0.653,0.8385,0.7884,0.5585
14920,0.7269,0.7262,0.6831,0.661,0.8607,0.8571,0.5732
14925,0.7138,0.7099,0.6737,0.6655,0.8065,0.8596,0.5674
14930,0.7257,0.7276,0.6831,0.6779,0.8163,0.8755,0.5737
14935,0.7341,0.7371,0.6908,0.6819,0.82,0.8915,0.5835
14940,0.7274,0.7331,0.6737,0.6736,0.8143,0.8872,0.5826
14945,0.6487,0.6993,0.6174,0.5451,0.7313,0.7583,0.5408
14950,0.6167,0.6382,0.6053,0.5509,0.6923,0.7205,0.4928
14955,0.6673,0.6224,0.6318,0.5992,0.7783,0.7604,0.6119
14960,0.705,0.59,0.6139,0.6872,0.8541,0.7325,0.7525
14965,0.6237,0.4868,0.5356,0.7821,0.625,0.6174,0.6953
14970,0.6273,0.605,0.5738,0.7417,0.6042,0.5175,0.7215
14975,0.614,0.6214,0.5671,0.7078,0.5556,0.4989,0.7331
14980,0.716,0.7158,0.5709,0.8586,0.708,0.5761,0.8667
14985,0.6749,0.739,0.5992,0.7597,0.6182,0.4784,0.8549
14990,0.6544,0.7615,0.6174,0.6765,0.6077,0.4474,0.8159
14995,0.6591,0.7878,0.6182,0.6781,0.6143,0.4621,0.7942
15000,0.6995,0.8489,0.6129,0.7161,0.6703,0.5369,0.8122
15005,0.6946,0.8682,0.6306,0.7193,0.6496,0.5058,0.794
15010,0.7012,0.8779,0.6383,0.7253,0.6515,0.5114,0.8029
15015,0.6957,0.8691,0.6441,0.7351,0.6364,0.4973,0.792
15020,0.7024,0.868,0.6308,0.7318,0.6595,0.5234,0.8007
15025,0.6992,0.8695,0.6401,0.7178,0.6471,0.5289,0.792
15030,0.6975,0.8667,0.651,0.7165,0.6482,0.5214,0.7813
15035,0.6971,0.871,0.6665,0.7091,0.6411,0.5174,0.7777
15040,0.6971,0.8841,0.6458,0.7087,0.6317,0.534,0.7785
15045,0.6496,0.8327,0.5823,0.6917,0.58,0.449,0.7619
15050,0.6139,0.8124,0.5531,0.6274,0.5569,0.4171,0.7165
15055,0.6181,0.768,0.5527,0.5876,0.5941,0.5037,0.7022
15060,0.6662,0.7965,0.6177,0.6052,0.6123,0.6698,0.6956
15065,0.5953,0.5362,0.5419,0.476,0.6109,0.7943,0.6124
15070,0.5747,0.4864,0.5204,0.4246,0.6708,0.7103,0.6355
15075,0.594,0.5349,0.5998,0.4589,0.6764,0.6911,0.6028
15080,0.7027,0.7787,0.6872,0.5964,0.6624,0.8368,0.6546
15085,0.6862,0.7841,0.6302,0.5661,0.6796,0.8047,0.6522
15090,0.6779,0.7641,0.6285,0.5445,0.684,0.7988,0.6476
15095,0.7047,0.796,0.6758,0.5818,0.6979,0.8284,0.6482
15100,0.7203,0.7882,0.7017,0.6086,0.7266,0.8695,0.6274
15105,0.7124,0.7289,0.7098,0.6041,0.8052,0.8433,0.5832
15110,0.6906,0.6913,0.6576,0.5899,0.7786,0.8418,0.5844
15115,0.6955,0.7021,0.6375,0.5972,0.8041,0.8477,0.5848
15120,0.7101,0.7137,0.6255,0.6044,0.8507,0.8678,0.5986
15125,0.6897,0.7291,0.6568,0.5913,0.8352,0.8629,0.4627
15130,0.6854,0.6898,0.6507,0.5258,0.8623,0.8445,0.5389
15135,0.6782,0.6919,0.6579,0.535,0.815,0.8282,0.541
15140,0.6912,0.6824,0.6766,0.5747,0.8183,0.8661,0.5294
15145,0.6717,0.6591,0.621,0.5706,0.8072,0.8608,0.5117
15150,0.6664,0.6554,0.6296,0.5527,0.8242,0.8179,0.5188
15155,0.695,0.6629,0.6652,0.5726,0.8658,0.8493,0.5543
15160,0.7174,0.6969,0.6629,0.6096,0.893,0.8695,0.5724
15165,0.6997,0.6722,0.6706,0.5828,0.8732,0.8605,0.5387
15170,0.7118,0.6837,0.6718,0.5918,0.8831,0.8726,0.5678
15175,0.7176,0.6979,0.6538,0.6076,0.8892,0.8617,0.5952
15180,0.708,0.6833,0.6402,0.6153,0.8717,0.8478,0.5896
15185,0.7145,0.6801,0.64,0.6166,0.8959,0.8493,0.6048
15190,0.7026,0.6646,0.6199,0.6166,0.8753,0.8339,0.6052
15195,0.7031,0.6621,0.6253,0.6199,0.8719,0.8285,0.6109
15200,0.7079,0.6677,0.6383,0.6206,0.8781,0.8395,0.6034
15205,0.7122,0.6679,0.643,0.6196,0.8877,0.8436,0.6114
15210,0.7095,0.6645,0.6456,0.6216,0.8848,0.8408,0.5999
15215,0.7123,0.6659,0.6409,0.6241,0.8915,0.8415,0.6096
15220,0.7074,0.6637,0.6274,0.6185,0.8842,0.8374,0.6132
15225,0.6975,0.6215,0.6505,0.5834,0.8785,0.8275,0.6234
15230,0.6973,0.6244,0.6317,0.5849,0.8771,0.8248,0.6409
15235,0.7032,0.631,0.632,0.6078,0.8886,0.8378,0.6222
15240,0.7088,0.6609,0.6427,0.6192,0.8754,0.846,0.6089
15245,0.7048,0.6635,0.6346,0.6235,0.8552,0.8444,0.6073
15250,0.7094,0.6539,0.6387,0.6288,0.8703,0.8513,0.6131
15255,0.7178,0.6805,0.642,0.6238,0.8777,0.8612,0.6214
15260,0.7163,0.6763,0.6464,0.6186,0.8803,0.8558,0.6206
15265,0.7157,0.6637,0.6369,0.6187,0.8922,0.8592,0.6232
15270,0.7027,0.6534,0.6249,0.6225,0.8638,0.8404,0.6109
15275,0.7049,0.6543,0.6226,0.6215,0.8669,0.8472,0.6168
15280,0.7183,0.6834,0.6323,0.6247,0.8886,0.8606,0.6201
15285,0.7116,0.6701,0.6334,0.6244,0.8765,0.8545,0.6108
15290,0.7245,0.6748,0.639,0.6337,0.899,0.8738,0.6267
15295,0.723,0.6709,0.6353,0.6362,0.8959,0.8707,0.629
15300,0.722,0.6796,0.6355,0.6297,0.8905,0.8699,0.6267
15305,0.7177,0.6755,0.642,0.633,0.876,0.8687,0.6107
15310,0.7037,0.6745,0.6234,0.6204,0.8469,0.8546,0.6027
15315,0.6973,0.6763,0.6151,0.6083,0.8363,0.841,0.6065
15320,0.6907,0.6612,0.6157,0.6082,0.8316,0.8411,0.5863
15325,0.6283,0.6204,0.6067,0.5822,0.7512,0.7053,0.504
15330,0.6188,0.6015,0.6215,0.5801,0.6996,0.6977,0.5125
15335,0.6084,0.5736,0.5882,0.5529,0.6783,0.7109,0.5467
15340,0.652,0.5599,0.5933,0.567,0.8155,0.7057,0.6708
15345,0.5784,0.5065,0.4563,0.5516,0.6591,0.6478,0.6493
15350,0.5591,0.4848,0.4309,0.5268,0.6128,0.6479,0.6516
15355,0.581,0.5135,0.4368,0.533,0.6224,0.6778,0.7025
15360,0.6387,0.5817,0.4806,0.6419,0.6652,0.7065,0.7564
15365,0.6048,0.5433,0.4679,0.6658,0.6066,0.6154,0.7301
15370,0.6323,0.5895,0.4655,0.8088,0.5751,0.5772,0.7776
15375,0.6526,0.5551,0.4716,0.8605,0.6104,0.5801,0.8378
15380,0.6548,0.5652,0.4712,0.8621,0.6247,0.5919,0.8139
15385,0.6625,0.5696,0.4897,0.8752,0.6235,0.5796,0.8375
15390,0.664,0.5838,0.5069,0.8656,0.637,0.5837,0.8069
15395,0.6548,0.5905,0.52,0.816,0.6255,0.5726,0.8043
15400,0.6719,0.6232,0.5388,0.7876,0.6619,0.595,0.8246
15405,0.6745,0.6504,0.5482,0.7606,0.6693,0.6123,0.8063
15410,0.6838,0.6606,0.5469,0.7581,0.6902,0.6174,0.8292
15415,0.694,0.6662,0.5637,0.7684,0.7027,0.623,0.8402
15420,0.6957,0.6633,0.5714,0.7753,0.703,0.6142,0.8471
15425,0.7047,0.6881,0.5706,0.7663,0.7175,0.6275,0.8583
15430,0.7059,0.6893,0.5714,0.766,0.7127,0.6269,0.8691
15435,0.7069,0.6925,0.5797,0.7678,0.7115,0.6253,0.8645
15440,0.708,0.6897,0.5717,0.7729,0.7164,0.6263,0.8709
15445,0.709,0.6833,0.5741,0.7724,0.7157,0.6291,0.8793
